,STATION,LATITUDE,LONGITUDE
0,01466099999.csv,59.966666599999996,11.0333333
0,01467099999.csv,58.6333333,9.15
0,01468099999.csv,60.1833333,12.0
0,01469099999.csv,60.1666666,10.25
0,01470099999.csv,59.3833333,9.2
0,01470399999.csv,59.56568299999999,9.212222
0,01471099999.csv,60.05,9.15
0,01473099999.csv,59.616666599999995,9.633333300000002
0,01476099999.csv,58.85,9.55
0,01477099999.csv,59.716666599999996,10.15
0,01478099999.csv,58.966666599999996,10.15
0,01480099999.csv,59.75,10.133333300000002
0,01481099999.csv,59.2333333,10.35
0,01482099999.csv,59.033333299999995,10.516666599999999
0,01482599999.csv,59.186703,10.258628
0,01484099999.csv,59.9166666,11.583333300000001
0,01484399999.csv,59.3166667,10.45
0,01485099999.csv,59.616666599999995,10.2166666
0,01486099999.csv,59.85,10.433333300000001
0,01488099999.csv,60.116666599999995,10.833333300000001
0,01488199999.csv,61.206389,1.828889
0,01489099999.csv,60.05,10.683333300000001
0,01490099999.csv,59.9833333,10.683333300000001
0,01492099999.csv,59.95,10.7166666
0,01493099999.csv,59.283333299999995,11.1166666
0,01494099999.csv,59.378889,10.785556
0,01495099999.csv,59.15,10.833333300000001
0,02000199999.csv,56.082779,13.2125
0,02013099999.csv,67.7333333,17.466666600000003
0,02019099999.csv,68.4166666,18.166666600000003
0,02020099999.csv,68.4166666,18.166666600000003
0,02024099999.csv,67.5,18.3
0,02029099999.csv,67.9166666,18.6
0,02031099999.csv,68.06666659999999,19.8333333
0,02036099999.csv,67.85,19.033333300000002
0,02038099999.csv,67.25,20.266666600000004
0,02044099999.csv,67.821986,20.336764000000002
0,02049099999.csv,67.132408,20.814636
0,02054099999.csv,68.05,21.75
0,02055099999.csv,68.6833333,21.533333300000002
0,02064099999.csv,67.33333329999999,22.2333333
0,02072099999.csv,67.7333333,22.8333333
0,02081099999.csv,68.45,22.45
0,02095099999.csv,67.2,23.3833333
0,02101099999.csv,65.806111,15.082778
0,02102099999.csv,65.1,14.516666599999999
0,02103099999.csv,65.7833333,15.0666666
0,02110099999.csv,65.33333329999999,15.0666666
0,02119099999.csv,66.8833333,18.016666600000004
0,02120599999.csv,64.95,17.7
0,02121099999.csv,66.6833333,16.1166666
0,02123099999.csv,66.31666659999999,17.1
0,02124099999.csv,66.05,17.8333333
0,02130099999.csv,66.4833333,16.4166666
0,02135099999.csv,65.56666659999999,17.866666600000002
0,02141099999.csv,66.3166667,19.216666699999998
0,02146099999.csv,66.5,19.6833333
0,02147099999.csv,65.15,18.6
0,02149099999.csv,65.6,19.266666600000004
0,02151099999.csv,66.4833333,20.166666600000003
0,02154099999.csv,65.875325,20.149917000000002
0,02161099999.csv,66.75,20.9333333
0,02170099999.csv,65.75,21.766666600000004
0,02171099999.csv,65.81666659999999,21.6333333
0,02173099999.csv,65.6666666,21.0666666
0,02174099999.csv,66.2833333,21.1333333
0,02176099999.csv,65.0333333,21.5666666
0,02181099999.csv,66.2666666,22.85
0,02184099999.csv,66.81666659999999,22.3333333
0,02186099999.csv,65.543758,22.121989000000003
0,02188099999.csv,65.31666659999999,22.3833333
0,02191099999.csv,65.7,23.1
0,02197099999.csv,65.81666659999999,24.116666600000002
0,02199099999.csv,66.6166666,23.466666600000003
0,02207099999.csv,63.283333299999995,12.1166666
0,02209099999.csv,63.05,12.2833333
0,02210099999.csv,63.1833333,12.1666666
0,02216099999.csv,63.3,13.883333300000002
0,02217099999.csv,63.366666599999995,13.1666666
0,02219099999.csv,64.5,14.2166666
0,02221099999.csv,63.8333333,13.5
0,02226099999.csv,63.2,14.5
0,02230099999.csv,64.2166666,15.55
0,02231099999.csv,63.6833333,14.6
0,02233099999.csv,64.9666666,15.383333300000002
0,02236099999.csv,63.76666659999999,15.333333300000001
0,02242099999.csv,64.08333329999999,16.2333333
0,02243099999.csv,63.6833333,16.95
0,02245099999.csv,64.58333329999999,16.85
0,02245599999.csv,64.548322,18.716219
0,02247099999.csv,63.15,16.1666666
0,02254099999.csv,64.1666666,17.3166666
0,02256099999.csv,64.7333333,17.4
0,02259099999.csv,63.048596999999994,17.768856
0,02260099999.csv,63.1333333,18.25
0,02261099999.csv,64.55,18.716666600000003
0,02263099999.csv,64.08333329999999,18.366666600000002
0,02265099999.csv,63.65,18.55
0,02267099999.csv,63.408339,18.990039000000003
0,02269099999.csv,63.1833333,19.016666600000004
0,02271099999.csv,64.9333333,19.3833333
0,02282099999.csv,64.56666659999999,19.7
0,02284099999.csv,63.4333333,19.6833333
0,02286099999.csv,63.791828,20.282757999999998
0,02287099999.csv,63.8,20.866666600000002
0,02292099999.csv,64.4333333,21.283333300000002
0,02293099999.csv,64.624772,21.076892
0,02297099999.csv,64.4833333,21.5833333
0,02302099999.csv,61.8333333,12.2833333
0,02303099999.csv,62.7333333,12.733333300000002
0,02307099999.csv,61.8833333,12.85
0,02308099999.csv,62.45,12.6666666
0,02311099999.csv,61.15,13.1166666
0,02317099999.csv,62.1,13.6166666
0,02319099999.csv,62.75,13.85
0,02321099999.csv,61.25,14.0333333
0,02325099999.csv,62.5,14.15
0,02327099999.csv,62.05,14.4
0,02329099999.csv,61.6666666,15.0
0,02331099999.csv,62.75,15.083333300000001
0,02337099999.csv,62.26666659999999,15.6666666
0,02338099999.csv,61.366666599999995,15.7166666
0,02343099999.csv,62.5,16.283333300000002
0,02347099999.csv,61.8333333,16.55
0,02349099999.csv,62.76666659999999,16.7333333
0,02354099999.csv,62.4333333,17.35
0,02355099999.csv,61.7,17.533333300000002
0,02366099999.csv,62.528125,17.443928
0,02368099999.csv,62.216666599999996,17.75
0,02382099999.csv,62.65,18.1
0,02403099999.csv,58.7,13.1166666
0,02407099999.csv,60.6833333,13.7
0,02408099999.csv,59.216666599999996,12.083333300000001
0,02411099999.csv,59.675856,12.639441999999999
0,02413099999.csv,60.75,12.766666599999999
0,02418099999.csv,59.444714000000005,13.337360999999998
0,02423099999.csv,59.866666599999995,13.1166666
0,02426099999.csv,60.15,13.8
0,02428399999.csv,59.223732999999996,15.037956
0,02428499999.csv,60.957907999999996,14.511382999999999
0,02428599999.csv,60.157621999999996,12.991269
0,02429099999.csv,59.6666666,14.183333300000001
0,02431099999.csv,59.866666599999995,15.25
0,02432099999.csv,59.2333333,15.05
0,02435099999.csv,60.422017000000004,15.515210999999999
0,02440099999.csv,60.966666599999996,16.4333333
0,02441099999.csv,60.966666599999996,14.5
0,02443099999.csv,59.65,17.116666600000002
0,02446099999.csv,59.58944399999999,16.633611
0,02449099999.csv,59.3833333,16.45
0,02450099999.csv,60.7333333,17.5666666
0,02452099999.csv,59.3,14.9
0,02453099999.csv,60.716666599999996,17.166666600000003
0,02456099999.csv,60.2333333,17.9
0,02458099999.csv,59.897328,17.588581
0,02460099999.csv,59.65194399999999,17.918611
0,02462099999.csv,59.866666599999995,17.6333333
0,02464099999.csv,59.354372,17.94165
0,02468099999.csv,60.3833333,15.133333300000002
0,02469099999.csv,59.1833333,17.9166667
0,02472099999.csv,60.116666599999995,15.1166666
0,02476099999.csv,59.05,16.4
0,02481099999.csv,59.9166666,16.6833333
0,02482099999.csv,60.26666659999999,16.9833333
0,02484099999.csv,59.35,18.0666666
0,02485399999.csv,58.788636,16.912189
0,02486099999.csv,59.366666599999995,17.516666600000004
0,02487099999.csv,59.35,18.7333333
0,02488099999.csv,60.533333299999995,18.3833333
0,02489099999.csv,59.0666666,18.116666600000002
0,02490099999.csv,59.8333333,18.6333333
0,02493099999.csv,59.75,19.416666600000003
0,02496099999.csv,59.45,19.5
0,02498099999.csv,59.45,19.5
0,02500099999.csv,58.9,11.0
0,02501099999.csv,58.5833333,11.0666666
0,02505099999.csv,58.1,11.333333300000001
0,02507099999.csv,58.6666666,11.4166666
0,02510399999.csv,58.318056000000006,12.345
0,02512099999.csv,57.774722,11.870372
0,02513099999.csv,57.716666599999996,12.0
0,02514099999.csv,65.590278,19.281944
0,02515099999.csv,58.2,12.15
0,02516099999.csv,57.6333333,11.6166666
0,02518099999.csv,57.3,11.9
0,02520099999.csv,58.426444999999994,12.714389
0,02521099999.csv,58.6,12.4166666
0,02526099999.csv,57.662836,12.279819
0,02535099999.csv,58.4564,13.972672
0,02536099999.csv,57.783333299999995,13.1666666
0,02539099999.csv,57.116666599999995,12.7833333
0,02540099999.csv,58.6,12.2
0,02542099999.csv,58.3166666,13.0333333
0,02544099999.csv,58.51666659999999,14.516666599999999
0,02545099999.csv,58.5666666,14.5666666
0,02546099999.csv,58.8833333,14.383333300000002
0,02548099999.csv,58.1,14.4166666
0,02549099999.csv,57.5,14.4666666
0,02550099999.csv,57.757594,14.068731
0,02552099999.csv,58.0666666,15.233333300000002
0,02553099999.csv,58.0833333,13.7833333
0,02554099999.csv,58.716666599999996,15.0333333
0,02556099999.csv,57.292221999999995,14.137222
0,02557099999.csv,57.8833333,15.8666666
0,02558099999.csv,58.6833333,16.3166666
0,02559099999.csv,57.7,16.4666666
0,02561099999.csv,58.65,15.433333300000001
0,02562099999.csv,58.402278,15.525682999999999
0,02562599999.csv,58.40615,15.680507999999998
0,02563099999.csv,58.25,17.016666600000004
0,02563599999.csv,56.283333299999995,12.833333300000001
0,02565099999.csv,57.525833,15.823332999999998
0,02567099999.csv,58.75,17.866666600000002
0,02571099999.csv,58.586253,16.250622
0,02574099999.csv,58.5833333,16.15
0,02575099999.csv,57.366666599999995,17.1
0,02587099999.csv,57.9166666,18.95
0,02589099999.csv,58.4,19.2
0,02590099999.csv,57.662797,18.346211
0,02595099999.csv,57.55,18.4333333
0,02598099999.csv,57.4333333,18.9833333
0,02602099999.csv,56.4,12.95
0,02603099999.csv,56.866666599999995,12.6666666
0,02604099999.csv,56.691128000000006,12.820211
0,02605099999.csv,56.45,12.55
0,02609099999.csv,55.466666599999996,13.6666666
0,02611099999.csv,56.033333299999995,12.766666599999999
0,02615099999.csv,55.3833333,12.8166666
0,02616099999.csv,55.3833333,12.8166666
0,02618099999.csv,56.95,13.0666666
0,02622099999.csv,56.85,13.883333300000002
0,02623099999.csv,55.866666599999995,13.6666666
0,02625099999.csv,55.4833333,14.3166666
0,02628099999.csv,56.01666659999999,14.85
0,02629099999.csv,56.283333299999995,13.933333300000001
0,02632099999.csv,55.95,15.7
0,02635099999.csv,55.5666666,13.0666666
0,02636099999.csv,55.530193000000004,13.371639000000002
0,02641099999.csv,56.929143999999994,14.727994
0,02644099999.csv,56.2,16.4
0,02646099999.csv,56.6666666,16.4666666
0,02648099999.csv,56.85,14.833333300000001
0,02651099999.csv,55.921686,14.085536
0,02652099999.csv,56.01666659999999,14.1
0,02661099999.csv,56.8333333,15.4666666
0,02664099999.csv,56.266667000000005,15.265
0,02667099999.csv,56.15,15.583333300000001
0,02670099999.csv,56.6833333,16.3
0,02672099999.csv,56.685531000000005,16.287578
0,02679099999.csv,56.9166666,18.15
0,02701099999.csv,69.05,20.85
0,02702099999.csv,69.1333333,27.266666600000004
0,02704099999.csv,61.116666599999995,24.3166666
0,02705099999.csv,67.0166666,27.216666600000003
0,02706099999.csv,60.25,24.05
0,02708099999.csv,62.1833333,22.8
0,02710099999.csv,62.9166666,26.416666600000003
0,02713099999.csv,61.216666599999996,25.1333333
0,02714099999.csv,64.5,26.4402778
0,02717099999.csv,68.1666666,25.766666600000004
0,02718099999.csv,61.51666659999999,28.183333299999997
0,02719099999.csv,67.81666659999999,27.75
0,02720099999.csv,67.701022,24.84685
0,02721099999.csv,63.95,22.85
0,02722099999.csv,68.4166666,27.416666600000003
0,02723099999.csv,67.7833333,24.85
0,02724099999.csv,60.116666599999995,20.3
0,02725099999.csv,63.45,24.45
0,02726099999.csv,68.6,23.5833333
0,02727099999.csv,61.26666659999999,25.516666600000004
0,02732099999.csv,62.8,27.9
0,02733099999.csv,61.033333299999995,28.5666666
0,02734099999.csv,61.45,29.466666600000003
0,02735099999.csv,62.3333333,23.55
0,02736099999.csv,61.9,27.883333299999997
0,02737099999.csv,63.8166666,24.166666600000003
0,02738099999.csv,63.7333333,25.7
0,02739099999.csv,64.1166666,28.3333333
0,02741099999.csv,60.1833333,19.9833333
0,02743099999.csv,59.866666599999995,22.2
0,02744099999.csv,61.5,23.766666600000004
0,02745099999.csv,67.1666666,29.183333299999997
0,02746099999.csv,59.8166666,22.916666600000003
0,02747099999.csv,60.3833333,22.1
0,02748099999.csv,62.171110999999996,27.868610999999998
0,02750099999.csv,59.85,23.25
0,02751099999.csv,61.6333333,21.3833333
0,02752099999.csv,62.2,21.166666600000003
0,02753099999.csv,61.8333333,22.466666600000003
0,02754099999.csv,61.0,24.5
0,02755099999.csv,64.05,24.716666600000003
0,02756099999.csv,60.366666599999995,23.116666600000002
0,02757099999.csv,59.8166666,23.5833333
0,02758099999.csv,60.4166666,24.4
0,02759099999.csv,60.4,25.6
0,02760099999.csv,66.1666666,29.133333299999997
0,02761099999.csv,61.15,21.3
0,02763099999.csv,61.466666599999996,23.75
0,02764099999.csv,68.0,24.216666600000003
0,02765099999.csv,61.7,25.5
0,02766099999.csv,63.15,31.05
0,02767099999.csv,61.05,25.05
0,02768099999.csv,61.2,26.05
0,02769099999.csv,62.4166666,22.1833333
0,02770099999.csv,61.85,24.283333300000002
0,02771099999.csv,61.8833333,26.1
0,02772099999.csv,62.0666666,28.5666666
0,02773099999.csv,60.45,22.1833333
0,02777099999.csv,60.466666599999996,23.65
0,02778099999.csv,61.8,29.3166666
0,02780099999.csv,62.9333333,21.1833333
0,02781099999.csv,62.9833333,20.7333333
0,02787099999.csv,63.0833333,24.266666600000004
0,02788099999.csv,63.15,27.3166666
0,02789099999.csv,63.3833333,28.666666600000003
0,02790099999.csv,60.25,20.75
0,02791099999.csv,63.2333333,29.233333299999998
0,02793099999.csv,62.55,29.666666600000003
0,02794099999.csv,59.9166666,24.35
0,02795099999.csv,60.1,24.9833333
0,02796099999.csv,63.3166666,30.05
0,02797099999.csv,64.15,25.416666600000003
0,02798099999.csv,63.6666666,28.8333333
0,02799099999.csv,64.3,30.166666600000003
0,02800099999.csv,64.6166666,23.9
0,02801099999.csv,69.05,20.783333300000002
0,02803099999.csv,64.6833333,25.0833333
0,02804099999.csv,65.58333329999999,28.216666600000003
0,02805099999.csv,69.75,27.0
0,02807099999.csv,68.60726899999999,27.405328000000004
0,02807599999.csv,68.362586,23.424322
0,02811099999.csv,66.3666666,29.3166666
0,02812099999.csv,66.5333333,24.65
0,02813099999.csv,66.58333329999999,26.016666600000004
0,02814099999.csv,66.7166666,27.166666600000003
0,02815099999.csv,67.2833333,28.183333299999997
0,02816099999.csv,68.08333329999999,27.183333299999997
0,02817099999.csv,68.4333333,27.45
0,02818099999.csv,68.4833333,28.3
0,02819099999.csv,67.75,29.616666600000002
0,02820099999.csv,68.06666659999999,24.033333300000002
0,02821099999.csv,67.9666666,24.116666600000002
0,02823099999.csv,67.9666666,23.6833333
0,02824099999.csv,67.9833333,24.25
0,02825099999.csv,70.08333329999999,27.9
0,02827099999.csv,69.06666659999999,27.5
0,02828099999.csv,60.3833333,22.55
0,02829099999.csv,60.6,24.8
0,02830099999.csv,60.7,26.8166666
0,02831099999.csv,60.533333299999995,27.666666600000003
0,02832099999.csv,62.2333333,30.35
0,02833099999.csv,62.9333333,22.4833333
0,02834099999.csv,63.8333333,27.216666600000003
0,02835099999.csv,68.85,28.3
0,02836099999.csv,67.395033,26.619133
0,02844099999.csv,66.7666666,23.966666600000003
0,02845099999.csv,66.56482199999999,25.830410999999998
0,02847099999.csv,66.5,25.716666600000003
0,02849099999.csv,66.83333329999999,28.666666600000003
0,02850099999.csv,62.3166666,27.9
0,02851099999.csv,64.9333333,25.366666600000002
0,02852099999.csv,63.85,23.116666600000002
0,02857099999.csv,68.9,25.7333333
0,02858099999.csv,69.58333329999999,28.9
0,02859099999.csv,64.6666666,28.05
0,02860099999.csv,67.65,24.9
0,02862099999.csv,65.6666666,24.516666600000004
0,02863099999.csv,65.3833333,24.1
0,02864099999.csv,65.781889,24.5991
0,02866099999.csv,65.4166666,26.966666600000003
0,02868099999.csv,66.1666666,29.15
0,02869099999.csv,65.987575,29.239380999999998
0,02872099999.csv,64.6666666,24.4
0,02873099999.csv,65.0333333,24.5666666
0,02874099999.csv,65.0333333,24.8
0,02875099999.csv,64.930061,25.354564
0,02876099999.csv,65.0,25.4
0,02880099999.csv,65.85,24.166666600000003
0,02881099999.csv,65.9833333,26.366666600000002
0,02882099999.csv,68.0,24.2333333
0,02883099999.csv,64.2166666,27.75
0,02888099999.csv,69.05,27.75
0,02889099999.csv,64.9333333,28.75
0,02890099999.csv,69.75,27.016666600000004
0,02897099999.csv,64.285472,27.692414000000003
0,02903099999.csv,63.721171999999996,23.143131
0,02906099999.csv,60.1666666,22.75
0,02907099999.csv,64.33333329999999,23.45
0,02910099999.csv,63.4333333,21.0666666
0,02911099999.csv,63.05065,21.762175
0,02913099999.csv,63.127078000000004,23.051442
0,02915099999.csv,63.0833333,25.8666667
0,02917099999.csv,63.00715,27.797756
